code,term
G5793,"Unspecified mononeuropathy of bilateral lower limbs"
G580,"Intercostal neuropathy"
G587,"Mononeuritis multiplex"
G588,"Other specified mononeuropathies"
G59,"Mononeuropathy in diseases classified elsewhere"
G600,"Hereditary motor and sensory neuropathy"
G601,"Refsum's disease"
G602,"Neuropathy in association with hereditary ataxia"
G603,"Idiopathic progressive neuropathy"
G608,"Other hereditary and idiopathic neuropathies"
G610,"Guillain-Barre syndrome"
G611,"Serum neuropathy"
G6181,"Chronic inflammatory demyelinating polyneuritis"
G6182,"Multifocal motor neuropathy"
G6189,"Other inflammatory polyneuropathies"
G620,"Drug-induced polyneuropathy"
G621,"Alcoholic polyneuropathy"
G622,"Polyneuropathy due to other toxic agents"
G6281,"Critical illness polyneuropathy"
G6282,"Radiation-induced polyneuropathy"
G6289,"Other specified polyneuropathies"
G63,"Polyneuropathy in diseases classified elsewhere"
G64,"Other disorders of peripheral nervous system"
G650,"Sequelae of Guillain-Barre syndrome"
G651,"Sequelae of other inflammatory polyneuropathy"
G652,"Sequelae of toxic polyneuropathy"
G7000,"Myasthenia gravis without (acute) exacerbation"
G7001,"Myasthenia gravis with (acute) exacerbation"
G701,"Toxic myoneural disorders"
G702,"Congenital and developmental myasthenia"
G7081,"Lambert-Eaton syndrome in disease classified elsewhere"
G7089,"Other specified myoneural disorders"
G7101,"Duchenne or Becker muscular dystrophy"
G7102,"Facioscapulohumeral muscular dystrophy"
G71031,"Autosomal dominant limb girdle muscular dystrophy"
G71032,"Autosomal recessive limb girdle muscular dystrophy due to calpain-3 dysfunction"
G71033,"Limb girdle muscular dystrophy due to dysferlin dysfunction"
G710341,"Limb girdle muscular dystrophy due to alpha sarcoglycan dysfunction"
G710342,"Limb girdle muscular dystrophy due to beta sarcoglycan dysfunction"
G710349,"Limb girdle muscular dystrophy due to other sarcoglycan dysfunction"
G71035,"Limb girdle muscular dystrophy due to anoctamin-5 dysfunction"
G71036,"Limb girdle muscular dystrophy due to fukutin related protein dysfunction"
G71038,"Other limb girdle muscular dystrophy"
G7109,"Other specified muscular dystrophies"
G7111,"Myotonic muscular dystrophy"
G7112,"Myotonia congenita"
G7113,"Myotonic chondrodystrophy"
G7114,"Drug induced myotonia"
G7119,"Other specified myotonic disorders"
G7121,"Nemaline myopathy"
G71220,"X-linked myotubular myopathy"
G71228,"Other centronuclear myopathy"
G7129,"Other congenital myopathy"
G718,"Other primary disorders of muscles"
G720,"Drug-induced myopathy"
G721,"Alcoholic myopathy"
G722,"Myopathy due to other toxic agents"
G723,"Periodic paralysis"
G7241,"Inclusion body myositis [IBM]"
G7281,"Critical illness myopathy"
G7289,"Other specified myopathies"
G731,"Lambert-Eaton syndrome in neoplastic disease"
G733,"Myasthenic syndromes in other diseases classified elsewhere"
G737,"Myopathy in diseases classified elsewhere"
G800,"Spastic quadriplegic cerebral palsy"
G801,"Spastic diplegic cerebral palsy"
G802,"Spastic hemiplegic cerebral palsy"
G803,"Athetoid cerebral palsy"
G804,"Ataxic cerebral palsy"
G808,"Other cerebral palsy"
G8100,"Flaccid hemiplegia affecting unspecified side"
G8101,"Flaccid hemiplegia affecting right dominant side"
G8102,"Flaccid hemiplegia affecting left dominant side"
G8103,"Flaccid hemiplegia affecting right nondominant side"
G8104,"Flaccid hemiplegia affecting left nondominant side"
G8110,"Spastic hemiplegia affecting unspecified side"
G8111,"Spastic hemiplegia affecting right dominant side"
G8112,"Spastic hemiplegia affecting left dominant side"
G8113,"Spastic hemiplegia affecting right nondominant side"
G8114,"Spastic hemiplegia affecting left nondominant side"
G830,"Diplegia of upper limbs"
G8310,"Monoplegia of lower limb affecting unspecified side"
G8311,"Monoplegia of lower limb affecting right dominant side"
G8312,"Monoplegia of lower limb affecting left dominant side"
G8313,"Monoplegia of lower limb affecting right nondominant side"
G8314,"Monoplegia of lower limb affecting left nondominant side"
G8320,"Monoplegia of upper limb affecting unspecified side"
G8321,"Monoplegia of upper limb affecting right dominant side"
G8322,"Monoplegia of upper limb affecting left dominant side"
G8323,"Monoplegia of upper limb affecting right nondominant side"
G8324,"Monoplegia of upper limb affecting left nondominant side"
G834,"Cauda equina syndrome"
G835,"Locked-in state"
G8381,"Brown-Sequard syndrome"
G8382,"Anterior cord syndrome"
G8383,"Posterior cord syndrome"
G8384,"Todd's paralysis (postepileptic)"
G8389,"Other specified paralytic syndromes"
G890,"Central pain syndrome"
G8911,"Acute pain due to trauma"
G8912,"Acute post-thoracotomy pain"
G8918,"Other acute postprocedural pain"
G8921,"Chronic pain due to trauma"
G8922,"Chronic post-thoracotomy pain"
G8928,"Other chronic postprocedural pain"
G8929,"Other chronic pain"
G893,"Neoplasm related pain (acute) (chronic)"
G894,"Chronic pain syndrome"
G9001,"Carotid sinus syncope"
G9009,"Other idiopathic peripheral autonomic neuropathy"
G901,"Familial dysautonomia [Riley-Day]"
G902,"Horner's syndrome"
G903,"Multi-system degeneration of the autonomic nervous system"
G904,"Autonomic dysreflexia"
G90511,"Complex regional pain syndrome I of right upper limb"
G90512,"Complex regional pain syndrome I of left upper limb"
G90519,"Complex regional pain syndrome I of unspecified upper limb"
G90521,"Complex regional pain syndrome I of right lower limb"
G90522,"Complex regional pain syndrome I of left lower limb"
G90529,"Complex regional pain syndrome I of unspecified lower limb"
G9059,"Complex regional pain syndrome I of other specified site"
G9081,"Serotonin syndrome"
G9089,"Other disorders of autonomic nervous system"
G90A,"Postural orthostatic tachycardia syndrome [POTS]"
G90B,"LMNB1-related autosomal dominant leukodystrophy"
G910,"Communicating hydrocephalus"
G911,"Obstructive hydrocephalus"
G912,"(Idiopathic) normal pressure hydrocephalus"
G914,"Hydrocephalus in diseases classified elsewhere"
G918,"Other hydrocephalus"
G928,"Other toxic encephalopathy"
G929,"Unspecified toxic encephalopathy"
G930,"Cerebral cysts"
G932,"Benign intracranial hypertension"
G9331,"Postviral fatigue syndrome"
G9332,"Myalgic encephalomyelitis/chronic fatigue syndrome"
G9339,"Other post infection and related fatigue syndromes"
G9341,"Metabolic encephalopathy"
G9342,"Megalencephalic leukoencephalopathy with subcortical cysts"
G9343,"Leukoencephalopathy with calcifications and cysts"
G9344,"Adult-onset leukodystrophy with axonal spheroids"
G9345,"Developmental and epileptic encephalopathy"
G9349,"Other encephalopathy"
G935,"Compression of brain"
G936,"Cerebral edema"
G937,"Reye's syndrome"
G9381,"Temporal sclerosis"
G9382,"Brain death"
G9389,"Other specified disorders of brain"
G94,"Other disorders of brain in diseases classified elsewhere"
G950,"Syringomyelia and syringobulbia"
G9511,"Acute infarction of spinal cord (embolic) (nonembolic)"
G9519,"Other vascular myelopathies"
G9520,"Unspecified cord compression"
G9529,"Other cord compression"
G9581,"Conus medullaris syndrome"
G9589,"Other specified diseases of spinal cord"
G9608,"Other cranial cerebrospinal fluid leak"
G9609,"Other spinal cerebrospinal fluid leak"
G9611,"Dural tear"
G9612,"Meningeal adhesions (cerebral) (spinal)"
G96191,"Perineural cyst"
G96819,"Other intracranial hypotension"
G9689,"Other specified disorders of central nervous system"
G970,"Cerebrospinal fluid leak from spinal puncture"
G971,"Other reaction to spinal and lumbar puncture"
G972,"Intracranial hypotension following ventricular shunting"
G9731,"Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating a nervous system procedure"
G9732,"Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating other procedure"
G9741,"Accidental puncture or laceration of dura during a procedure"
G9748,"Accidental puncture and laceration of other nervous system organ or structure during a nervous system procedure"
G9749,"Accidental puncture and laceration of other nervous system organ or structure during other procedure"
G9751,"Postprocedural hemorrhage of a nervous system organ or structure following a nervous system procedure"
G9752,"Postprocedural hemorrhage of a nervous system organ or structure following other procedure"
G9761,"Postprocedural hematoma of a nervous system organ or structure following a nervous system procedure"
G9762,"Postprocedural hematoma of a nervous system organ or structure following other procedure"
G9763,"Postprocedural seroma of a nervous system organ or structure following a nervous system procedure"
G9764,"Postprocedural seroma of a nervous system organ or structure following other procedure"
G9781,"Other intraoperative complications of nervous system"
G9782,"Other postprocedural complications and disorders of nervous system"
G9783,"Intracranial hypotension following lumbar cerebrospinal fluid shunting"
G9784,"Intracranial hypotension following other procedure"
G988,"Other disorders of nervous system"
G990,"Autonomic neuropathy in diseases classified elsewhere"
G992,"Myelopathy in diseases classified elsewhere"
G998,"Other specified disorders of nervous system in diseases classified elsewhere"
H00011,"Hordeolum externum right upper eyelid"
H00012,"Hordeolum externum right lower eyelid"
H00014,"Hordeolum externum left upper eyelid"
H00015,"Hordeolum externum left lower eyelid"
H00021,"Hordeolum internum right upper eyelid"
H00022,"Hordeolum internum right lower eyelid"
H00024,"Hordeolum internum left upper eyelid"
H00025,"Hordeolum internum left lower eyelid"
H00031,"Abscess of right upper eyelid"
H00032,"Abscess of right lower eyelid"
H00034,"Abscess of left upper eyelid"
H00035,"Abscess of left lower eyelid"
H0011,"Chalazion right upper eyelid"
H0012,"Chalazion right lower eyelid"
H0014,"Chalazion left upper eyelid"
H0015,"Chalazion left lower eyelid"
H01001,"Unspecified blepharitis right upper eyelid"
H01002,"Unspecified blepharitis right lower eyelid"
H01004,"Unspecified blepharitis left upper eyelid"
H01005,"Unspecified blepharitis left lower eyelid"
H01011,"Ulcerative blepharitis right upper eyelid"
H01012,"Ulcerative blepharitis right lower eyelid"
H01014,"Ulcerative blepharitis left upper eyelid"
H01015,"Ulcerative blepharitis left lower eyelid"
H01021,"Squamous blepharitis right upper eyelid"
H01022,"Squamous blepharitis right lower eyelid"
H01024,"Squamous blepharitis left upper eyelid"
H01025,"Squamous blepharitis left lower eyelid"
H01111,"Allergic dermatitis of right upper eyelid"
H01112,"Allergic dermatitis of right lower eyelid"
H01114,"Allergic dermatitis of left upper eyelid"
H01115,"Allergic dermatitis of left lower eyelid"
H01121,"Discoid lupus erythematosus of right upper eyelid"
H01122,"Discoid lupus erythematosus of right lower eyelid"
H01124,"Discoid lupus erythematosus of left upper eyelid"
H01125,"Discoid lupus erythematosus of left lower eyelid"
H01131,"Eczematous dermatitis of right upper eyelid"
H01132,"Eczematous dermatitis of right lower eyelid"
H01134,"Eczematous dermatitis of left upper eyelid"
H01135,"Eczematous dermatitis of left lower eyelid"
H01141,"Xeroderma of right upper eyelid"
H01142,"Xeroderma of right lower eyelid"
H01144,"Xeroderma of left upper eyelid"
H01145,"Xeroderma of left lower eyelid"
H0181,"Other specified inflammation of right upper eyelid"
H0182,"Other specified inflammation of right lower eyelid"
H0184,"Other specified inflammation of left upper eyelid"
H0185,"Other specified inflammation of left lower eyelid"
H019,"Unspecified inflammation of eyelid"
H02001,"Unspecified entropion of right upper eyelid"
H02002,"Unspecified entropion of right lower eyelid"
H02004,"Unspecified entropion of left upper eyelid"
H02005,"Unspecified entropion of left lower eyelid"
H02011,"Cicatricial entropion of right upper eyelid"
H02012,"Cicatricial entropion of right lower eyelid"
H02014,"Cicatricial entropion of left upper eyelid"
H02015,"Cicatricial entropion of left lower eyelid"
H02021,"Mechanical entropion of right upper eyelid"
H02022,"Mechanical entropion of right lower eyelid"
H02024,"Mechanical entropion of left upper eyelid"
H02025,"Mechanical entropion of left lower eyelid"
H02031,"Senile entropion of right upper eyelid"
H02032,"Senile entropion of right lower eyelid"
H02034,"Senile entropion of left upper eyelid"
H02035,"Senile entropion of left lower eyelid"
H02041,"Spastic entropion of right upper eyelid"
H02042,"Spastic entropion of right lower eyelid"
H02044,"Spastic entropion of left upper eyelid"
H02045,"Spastic entropion of left lower eyelid"
